Name,Status,Link,Presentation,Availability,Related,Reason
"Levetiracetam Immediate-Release Oral Tablets, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Levetiracetam Immediate-Release Oral Tablets, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Levetiracetam Immediate-Release Oral Tablets, USP detail"">Levetiracetam Immediate-Release Oral Tablets, USP</a>","500mg , 120 count (NDC 65862024608)",Available,,
"Levetiracetam Immediate-Release Oral Tablets, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Levetiracetam Immediate-Release Oral Tablets, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Levetiracetam Immediate-Release Oral Tablets, USP detail"">Levetiracetam Immediate-Release Oral Tablets, USP</a>","1000mg, 60 count (NDC 65862031560)",Available,,
"Levetiracetam Immediate-Release Oral Tablets, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Levetiracetam Immediate-Release Oral Tablets, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Levetiracetam Immediate-Release Oral Tablets, USP detail"">Levetiracetam Immediate-Release Oral Tablets, USP</a>","750mg, 120 count (NDC 65862024708)",Available,,
Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags&amp;st=c&amp;tab=tabs-1"" title=""Link to Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags detail"">Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags</a>",0.8% Lidocaine Hydrochloride and 5% Dextrose in 250mL Excel Plastic container P5982 (NDC 00264-9598-20),Product available,Dear Customer Letter,Other
Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags&amp;st=c&amp;tab=tabs-1"" title=""Link to Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags detail"">Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags</a>",0.4% Lidocaine Hydrochloride and 5% Dextrose in 250mL Excel Plastic container P5942 (NDC 00264-9594-20),Product available,Dear Customer Letter,Other
Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags&amp;st=c&amp;tab=tabs-1"" title=""Link to Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags detail"">Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags</a>",0.4% Lidocaine Hydrochloride and 5% Dextrose in 500mL Excel Plastic container P5941 (NDC 00264-9594-10),Product on allocation to contracted customers,Dear Customer Letter,Other
Lidocaine Hydrochloride (Xylocaine) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lidocaine Hydrochloride (Xylocaine) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Lidocaine Hydrochloride (Xylocaine) Injection detail"">Lidocaine Hydrochloride (Xylocaine) Injection</a>","1%, 50 mL vial package of 25 (NDC 00517-0625-25)",Unavailable-No product available for release. No plan to manufacture.,"American Regent/Luitpold has discontinued manufacturing Lidocaine HCl Injection, USP",Discontinuation of the manufacture of the drug
Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine&amp;st=c&amp;tab=tabs-1"" title=""Link to Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine detail"">Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine</a>","Xylocaine w/EPI 10 mL, 100 mg MDV (NDC 63323-0482-17)",Available,"Check wholesalers for inventory.
    
        Dear Customer Letter",Manufacturing delay
Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine&amp;st=c&amp;tab=tabs-1"" title=""Link to Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine detail"">Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine</a>","Xylocaine w/EPI 10 mL, 100mg SDV, MPF (NDC 63323-0487-17)",Available,"Check wholesalers for inventory.
    
        Dear Customer Letter",Manufacturing delay
Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine&amp;st=c&amp;tab=tabs-1"" title=""Link to Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine detail"">Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine</a>","Xylocaine w/EPI 10 mL, 150 mg, SDV, MPF (NDC 63323-0488-17)",Available,"Check wholesalers for inventory.
    
        Dear Customer Letter",Manufacturing delay
Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine&amp;st=c&amp;tab=tabs-1"" title=""Link to Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine detail"">Lidocaine Hydrochloride (Xylocaine) Injection with Epinephrine</a>","Xylocaine w/EPI 10 mL, 200 mg, SDV, MPF (NDC 63323-0489-17)",Available,"Check wholesalers for inventory.
    
        Dear Customer Letter",Manufacturing delay
Lithium Oral Solution,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lithium Oral Solution&amp;st=c&amp;tab=tabs-1"" title=""Link to Lithium Oral Solution detail"">Lithium Oral Solution</a>",8 mEq/5 mL 500 mL bottle (ndc 0054-3527-63),"Unavailable, Estimated Shortage: TBD",,Shortage of an active ingredient
"Lorazepam Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Lorazepam Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Lorazepam Injection, USP detail"">Lorazepam Injection, USP</a>",Lorazepam Injection 2 mg/mL (NDC 17478-040-01),Available,,Demand increase for the drug
Loxapine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Loxapine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Loxapine Capsules detail"">Loxapine Capsules</a>","5 mg, 100 count bottle (NDC 0527-1394-01)",Allocating inventory,Additional lots are scheduled for release in the April timeframe. Product will be made available as it is released.,Other
Loxapine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Loxapine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Loxapine Capsules detail"">Loxapine Capsules</a>","5 mg, 1000 count bottle (NDC 0527-1394-10)",Unavailable,Link to Discontinuance,Discontinuation of the manufacture of the drug
Loxapine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Loxapine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Loxapine Capsules detail"">Loxapine Capsules</a>","10 mg, 100 count bottle (NDC 0527-1395-01)","Out of stock, estimated availability in March 2020",Additional lots are scheduled for release in the March timeframe. Product will be made available as it is released.,Other
Loxapine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Loxapine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Loxapine Capsules detail"">Loxapine Capsules</a>","10 mg, 1000 count bottle (NDC 0527-1395-10)",Unavailable,Link to Discontinuance,Discontinuation of the manufacture of the drug
Loxapine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Loxapine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Loxapine Capsules detail"">Loxapine Capsules</a>","25 mg, 100 count bottle (NDC 0527-1396-01)","Our of stock, estimated availability in April 2020",Additional lots are scheduled for release in the April timeframe. Product will be made available as it is released.,Other
Loxapine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Loxapine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Loxapine Capsules detail"">Loxapine Capsules</a>","25 mg, 1000 count bottle (NDC 0527-1396-10)",Unavailable,Link to Discontinuance,Discontinuation of the manufacture of the drug
Loxapine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Loxapine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Loxapine Capsules detail"">Loxapine Capsules</a>","50 mg, 100 count bottle (NDC 0527-1397-01)",Allocating Inventory,Additional lots are scheduled for release in the April timeframe. Product will be made available as it is released.,Other
Loxapine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Loxapine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Loxapine Capsules detail"">Loxapine Capsules</a>","50 mg, 1000 count bottle (NDC 0527-1397-10)",Unavailable,Link to Discontinuance,Discontinuation of the manufacture of the drug
Methadone Hydrochloride Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methadone Hydrochloride Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Methadone Hydrochloride Injection detail"">Methadone Hydrochloride Injection</a>","Methadone Hydrochloride Injection USP, 200 mg/20 mL (10 mg/mL) , 20 mL multidose vials (NDC 17478-380-20)",Backordered. Estimated recovery March 2020,,Other
Methocarbamol Tablets,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methocarbamol Tablets&amp;st=r&amp;tab=tabs-1"" title=""Link to Methocarbamol Tablets detail"">Methocarbamol Tablets</a>",,,,
Methotrexate Sodium Injection,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methotrexate Sodium Injection&amp;st=r&amp;tab=tabs-1"" title=""Link to Methotrexate Sodium Injection detail"">Methotrexate Sodium Injection</a>",,,,
Methyldopa Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methyldopa Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Methyldopa Tablets detail"">Methyldopa Tablets</a>",Methyldopa 250 mg 100s (16729-03-001),Limited availability; Estimated shortage until March 2020,,API procurement delay
Methyldopa Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methyldopa Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Methyldopa Tablets detail"">Methyldopa Tablets</a>",Methyldopa 250 mg 500s (16729-03-016),Limited availability; Estimated shortage until March 2020,,API procurement delay
Methyldopa Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methyldopa Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Methyldopa Tablets detail"">Methyldopa Tablets</a>",Methyldopa 500 mg 100s (16729-03-101),Limited availability; Estimated shortage until March 2020,,API procurement delay
Methyldopa Tablets,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methyldopa Tablets&amp;st=c&amp;tab=tabs-1"" title=""Link to Methyldopa Tablets detail"">Methyldopa Tablets</a>",Methyldopa 500 mg 500s (16729-03-116),Limited availability; Estimated shortage until March 2020,,API procurement delay
Methylphenidate Hydrochloride (QUILLICHEW ER) Extended-Release Chewable Tablets,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methylphenidate Hydrochloride (QUILLICHEW ER) Extended-Release Chewable Tablets&amp;st=r&amp;tab=tabs-1"" title=""Link to Methylphenidate Hydrochloride (QUILLICHEW ER) Extended-Release Chewable Tablets detail"">Methylphenidate Hydrochloride (QUILLICHEW ER) Extended-Release Chewable Tablets</a>",,,,
Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension&amp;st=c&amp;tab=tabs-1"" title=""Link to Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension detail"">Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension</a>",300 mg/60 mL (NDC 24478-321-02),Available,"Effective September 21, 2018, Tris Pharma, Inc. acquired NextWave Pharmaceuticals, previously a wholly owned subsidiary of Pfizer Inc., including this product
    
        Dear Health Care Provider Letter",Other
Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension&amp;st=c&amp;tab=tabs-1"" title=""Link to Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension detail"">Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension</a>",600 mg/120mL (NDC 24478-322-04),Available,"Effective September 21, 2018, Tris Pharma, Inc. acquired NextWave Pharmaceuticals, previously a wholly owned subsidiary of Pfizer Inc., including this product
    
        Dear Health Care Provider Letter",Other
Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension&amp;st=c&amp;tab=tabs-1"" title=""Link to Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension detail"">Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension</a>",750 mg/150 mL (NDC 24478-323-05),Available,"Effective September 21, 2018, Tris Pharma, Inc. acquired NextWave Pharmaceuticals, previously a wholly owned subsidiary of Pfizer Inc., including this product
    
        Dear Health Care Provider Letter",Other
Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension&amp;st=c&amp;tab=tabs-1"" title=""Link to Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension detail"">Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension</a>",900 mg/180 mL (NDC 24478-324-06),Available,"Effective September 21, 2018, Tris Pharma, Inc. acquired NextWave Pharmaceuticals, previously a wholly owned subsidiary of Pfizer Inc., including this product
    
        Dear Health Care Provider Letter",Other
"Metoclopramide Injection, USP",Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Metoclopramide Injection, USP&amp;st=r&amp;tab=tabs-1"" title=""Link to Metoclopramide Injection, USP detail"">Metoclopramide Injection, USP</a>",,,,
"Metoprolol Tartrate Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Metoprolol Tartrate Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Metoprolol Tartrate Injection, USP detail"">Metoprolol Tartrate Injection, USP</a>",1 mg/mL - 5 mL Sterile Single Use Glass Vial (10 x 5 mL). For Intravenous Use (NDC 36000-033-10),Available,,
"Metronidazole Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Metronidazole Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Metronidazole Injection, USP detail"">Metronidazole Injection, USP</a>",Metronidazole Injection 500mg (5mg/mL) 100mL D5353-5224 (NDC 0264-5535-32),Product available for contracted  customers,Dear Customer Letter,Manufacturing interruptions and demand increase
"Midazolam Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Midazolam Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Midazolam Injection, USP detail"">Midazolam Injection, USP</a>",10 ML Vial - Pack of 10 (NDC 17478-0524-10),Limited supply. On allocation for 2020.,Cannot supply market demand.,Other
"Morphine Sulfate Injection, USP",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Morphine Sulfate Injection, USP&amp;st=c&amp;tab=tabs-1"" title=""Link to Morphine Sulfate Injection, USP detail"">Morphine Sulfate Injection, USP</a>",Morphine Sulfate 1 mg/mL 30 mg in 30 mL PUMP-JET®  SUITABLE FOR USE WITH COMPATIBLE I.V. INFUSION PUMPS (NDC 76329-1911-1),"IMS is releasing product, but market demand continues to exceed our capacity",,
Multi-Vitamin Infusion (Adult and Pediatric),Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Multi-Vitamin Infusion (Adult and Pediatric)&amp;st=c&amp;tab=tabs-1"" title=""Link to Multi-Vitamin Infusion (Adult and Pediatric) detail"">Multi-Vitamin Infusion (Adult and Pediatric)</a>","INFUVITE Pediatric, Multiple Vitamins for Injection. Single Dose package. (NDC 54643-5646-1)",Available,"For detailed clinical recommendations to use during this shortage, please see information posted by the American Society of Parenteral and Enteral Nutrition. 
    
        American Society of Parenteral and Enteral Nutrition",
Multi-Vitamin Infusion (Adult and Pediatric),Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Multi-Vitamin Infusion (Adult and Pediatric)&amp;st=c&amp;tab=tabs-1"" title=""Link to Multi-Vitamin Infusion (Adult and Pediatric) detail"">Multi-Vitamin Infusion (Adult and Pediatric)</a>","INFUVITE Adult, Multiple Vitamins for Injection. Single dose package. (NDC 54643-5649-1)",Available,"For detailed clinical recommendations to use during this shortage, please see information posted by the American Society of Parenteral and Enteral Nutrition. 
    
        Dear Healthcare Professional Letter
American Society of Parenteral and Enteral Nutrition",
Multi-Vitamin Infusion (Adult and Pediatric),Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Multi-Vitamin Infusion (Adult and Pediatric)&amp;st=c&amp;tab=tabs-1"" title=""Link to Multi-Vitamin Infusion (Adult and Pediatric) detail"">Multi-Vitamin Infusion (Adult and Pediatric)</a>","INFUVITE Adult, Multiple Vitamins for Injection. Bulk package. (NDC 54643-5650-2)",Available,"For detailed clinical recommendations to use during this shortage, please see information posted by the American Society of Parenteral and Enteral Nutrition. 
    
        American Society of Parenteral and Enteral Nutrition",
Multi-Vitamin Infusion (Adult and Pediatric),Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Multi-Vitamin Infusion (Adult and Pediatric)&amp;st=c&amp;tab=tabs-1"" title=""Link to Multi-Vitamin Infusion (Adult and Pediatric) detail"">Multi-Vitamin Infusion (Adult and Pediatric)</a>","INFUVITE Pediatric, Multiple Vitamins for Injection. Bulk package. (NDC 54643-5647-0)",Available,"For detailed clinical recommendations to use during this shortage, please see information posted by the American Society of Parenteral and Enteral Nutrition. 
    
        American Society of Parenteral and Enteral Nutrition",
Nalbuphine Hydrochloride Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Nalbuphine Hydrochloride Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Nalbuphine Hydrochloride Injection detail"">Nalbuphine Hydrochloride Injection</a>",10 mg/mL; 1 mL Glass Ampul (NDC 00409-1463-01),Next Delivery: June 2020; Estimated Recovery: December 2020,"Shortage of an active ingredient
    
        Extended Use Dates Provided by Pfizer to Assist with Emergency Syringe Shortages",Other
Nalbuphine Hydrochloride Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Nalbuphine Hydrochloride Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Nalbuphine Hydrochloride Injection detail"">Nalbuphine Hydrochloride Injection</a>",20 mg/mL; 1 mL Glass Ampul (NDC 00409-1465-01),Next Delivery: June 2020; Estimated Recovery: December 2020,"Shortage of an active ingredient
    
        Extended Use Dates Provided by Pfizer to Assist with Emergency Syringe Shortages",Other
Nalbuphine Hydrochloride Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Nalbuphine Hydrochloride Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Nalbuphine Hydrochloride Injection detail"">Nalbuphine Hydrochloride Injection</a>",100 mg/10 mL (10 mg/mL); 10 mL Multiple Dose Glass Fliptop Vial (NDC 00409-1464-01),Limited Supply Available. Next Delivery and Estimated Recovery: August 2020,"Shortage of an active ingredient
    
        Extended Use Dates Provided by Pfizer to Assist with Emergency Syringe Shortages",Other
Nalbuphine Hydrochloride Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Nalbuphine Hydrochloride Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Nalbuphine Hydrochloride Injection detail"">Nalbuphine Hydrochloride Injection</a>",200 mg/10 mL (20 mg/mL); 10 mL Multiple Dose Glass Fliptop Vial (NDC 00409-1467-01),Next Delivery: November 2020; Estimated Recovery: December 2020,"Shortage of an active ingredient
    
        Extended Use Dates Provided by Pfizer to Assist with Emergency Syringe Shortages",Other
Nelarabine (Arranon) Injection,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Nelarabine (Arranon) Injection&amp;st=r&amp;tab=tabs-1"" title=""Link to Nelarabine (Arranon) Injection detail"">Nelarabine (Arranon) Injection</a>",,,,
Nizatidine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Nizatidine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Nizatidine Capsules detail"">Nizatidine Capsules</a>","300 mg, 30 count bottle (NDC 68462-0426-30)",Unavailable,"This was a business-related decision to discontinue manufacturing these products. 
    
        Link to discontinuance",
Nizatidine Capsules,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Nizatidine Capsules&amp;st=c&amp;tab=tabs-1"" title=""Link to Nizatidine Capsules detail"">Nizatidine Capsules</a>","150 mg, 60 count bottle (NDC 68462-0425-60)",Unavailable,"This was a business-related decision to discontinue manufacturing these products. 
    
        Link to discontinuance",
Nystatin Oral Suspension,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Nystatin Oral Suspension&amp;st=r&amp;tab=tabs-1"" title=""Link to Nystatin Oral Suspension detail"">Nystatin Oral Suspension</a>",,,,
Olmesartan Medoxomil Tablets,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Olmesartan Medoxomil Tablets&amp;st=r&amp;tab=tabs-1"" title=""Link to Olmesartan Medoxomil Tablets detail"">Olmesartan Medoxomil Tablets</a>",,,,
Ondansetron Hydrochloride Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Ondansetron Hydrochloride Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Ondansetron Hydrochloride Injection detail"">Ondansetron Hydrochloride Injection</a>",Ondansetron 2mg/mL 2mL vials Box of 25 vials (NDC 60505-6130-05),Available,,Available
"Oxytocin Injection, USP Synthetic",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Oxytocin Injection, USP Synthetic&amp;st=c&amp;tab=tabs-1"" title=""Link to Oxytocin Injection, USP Synthetic detail"">Oxytocin Injection, USP Synthetic</a>",100 USP Units per 10 mL (10 USP units per mL); Multiple dose vial;  (NDC 63323-012-10),Available,Check wholesalers for inventory,Delay in manufacturing
"Oxytocin Injection, USP Synthetic",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Oxytocin Injection, USP Synthetic&amp;st=c&amp;tab=tabs-1"" title=""Link to Oxytocin Injection, USP Synthetic detail"">Oxytocin Injection, USP Synthetic</a>",300 USP Units per 30 mL (10 USP Units per mL); Multiple dose vial; (NDC 63323-012-30),Backordered.  Next release January 2020.,Check wholesalers for inventory,Delay in manufacturing
"Oxytocin Injection, USP Synthetic",Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Oxytocin Injection, USP Synthetic&amp;st=c&amp;tab=tabs-1"" title=""Link to Oxytocin Injection, USP Synthetic detail"">Oxytocin Injection, USP Synthetic</a>",10 USP Units per mL (10 USP units per mL); (NDC 63323-012-01)( NDC 63323-0012-11),Backordered. Next release January 2020.,Check wholesalers for inventory for both NDC's,Delay in manufacturing
Pantoprazole Sodium for Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Pantoprazole Sodium for Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Pantoprazole Sodium for Injection detail"">Pantoprazole Sodium for Injection</a>","40 mg, 10 vials (NDC 55150-202-10)",Available,Check wholesalers for inventory,Demand increase for the drug
Parathyroid Hormone (Natpara) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Parathyroid Hormone (Natpara) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Parathyroid Hormone (Natpara) Injection detail"">Parathyroid Hormone (Natpara) Injection</a>",25mcg Cartridge: (NDC 68875-0202-1); Carton: (NDC 68875-0202-2) (contains 2 cartridges),To be determined.  Takeda is actively working to resolve the issue and resume supply.  Updates will be provided on an ongoing basis.,"Important Information Regarding a Temporary Special Use Program for Obtaining and Using NATPARA® (Parathyroid Hormone) for Injection
    
        Dear Healthcare Provider Letter",Requirements related to complying with good manufacturing processes
Parathyroid Hormone (Natpara) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Parathyroid Hormone (Natpara) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Parathyroid Hormone (Natpara) Injection detail"">Parathyroid Hormone (Natpara) Injection</a>",50mcg   Cartridge: (NDC 68875-0203-1); Carton: (NDC 68875-0203-2) (contains 2 cartridges),To be determined.  Takeda is actively working to resolve the issue and resume supply.  Updates will be provided on an ongoing basis.,"Important Information Regarding a Temporary Special Use Program for Obtaining and Using NATPARA® (Parathyroid Hormone) for Injection
    
        Dear Healthcare Provider Letter",Requirements related to complying with good manufacturing processes
Parathyroid Hormone (Natpara) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Parathyroid Hormone (Natpara) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Parathyroid Hormone (Natpara) Injection detail"">Parathyroid Hormone (Natpara) Injection</a>",75mcg   Cartridge: (NDC 68875-0204-1); Carton: (NDC 68875-0204-2) (contains 2 cartridges),To be determined.  Takeda is actively working to resolve the issue and resume supply.  Updates will be provided on an ongoing basis.,"Important Information Regarding a Temporary Special Use Program for Obtaining and Using NATPARA® (Parathyroid Hormone) for Injection
    
        Dear Healthcare Provider Letter",Requirements related to complying with good manufacturing processes
Parathyroid Hormone (Natpara) Injection,Currently in Shortage,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Parathyroid Hormone (Natpara) Injection&amp;st=c&amp;tab=tabs-1"" title=""Link to Parathyroid Hormone (Natpara) Injection detail"">Parathyroid Hormone (Natpara) Injection</a>",100mcg   Cartridge: (NDC 68875-0205-1); Carton: (NDC 68875-0205-2) (contains 2 cartridges),To be determined.  Takeda is actively working to resolve the issue and resume supply.  Updates will be provided on an ongoing basis.,"Important Information Regarding a Temporary Special Use Program for Obtaining and Using NATPARA® (Parathyroid Hormone) for Injection
    
        Dear Healthcare Provider Letter",Requirements related to complying with good manufacturing processes
Penicillamine (Depen) Titratable Tablets,Resolved,"<a href=""dsp_ActiveIngredientDetails.cfm?AI=Penicillamine (Depen) Titratable Tablets&amp;st=r&amp;tab=tabs-1"" title=""Link to Penicillamine (Depen) Titratable Tablets detail"">Penicillamine (Depen) Titratable Tablets</a>",,,,
